cnpj,nome,uf,city,ibge,bairro,cnae_match,match,tier,method,addr_sim,name_sim,tp_id,tp_name
56432898000121,SPORTS BRASIL - SANTO ANDRE,SP,Santo André,3547809,PARQUE NOVO ORATORIO,secundario,1,alta,num+rua+nome,100,100,a6ea270f-adcb-428b-b816-574ad98cb9b5,SPORTS BRASIL
56387333000170,AGAPE FITNESS,CE,Pacatuba,2309706,PAVUNA,principal,1,alta,num+rua+nome,100,100,f833d51a-2eb7-4ad8-9bd8-d29a42082df5,ÁGAPE FITNESS PACATUBA 
61227293000139,ALINEAR PILATES,SP,Bauru,3506003,CONJ. HAB. MARY DOTA,principal,0,,,,,,
61238541000147,,SP,Rio Claro,3543907,JARDIM VILAGE,principal,0,,,,,,
48788045000107,IPE STUDIO DE PILATES,GO,Goiânia,5208707,SET LESTE UNIVERSITARIO,principal,0,,,,,,
60135516000175,,MS,Três Lagoas,5008305,CENTRO,principal,0,,,,,,
52305753000109,ATRION,RS,Passo Fundo,4314100,CENTRO,principal,0,,,,,,
58836623000189,DREAMS BR,PA,Belém,1501402,GUAMA,secundario,0,,,,,,
61119058000143,,MG,Campanha,3110905,CENTRO,principal,0,,,,,,
48557109000150,NEW SHAPE ASSESSORIA ESPORTIVA,GO,Goiânia,5208707,SET BUENO,principal,0,,,,,,
49172636000100,"C. T. XIS PIT BULL - MOVIMENTO, FORCA E RECUPERACAO",SC,Grão-Pará,4206108,CENTRO,principal,0,,,,,,
57251199000148,STUDIO YARA APINAJES,PA,Canaã dos Carajás,1502152,PARQUE DOS IPES,principal,0,,,,,,
53515537000150,OTONE CONSULTORIA,MG,Araguari,3103504,MILENIUM,secundario,0,,,,,,
55655926000107,ESPACO DIVERTIDAMENTE 2,MT,Cuiabá,5103403,CENTRO-SUL,secundario,0,,,,,,
53502651000146,ESPACO FITNESS SHEKINAH LTDA,MG,Varginha,3170701,VARGEM,principal,0,,,,,,
59438898000127,ESTUDIO AT - TREINAMENTO FEMININO,RN,Macaíba,2407104,FABRICIO PEDROZA,principal,0,,,,,,
49338128000159,,SP,Bauru,3506003,NUCLEO HABITACIONAL MARY DOTA,secundario,0,,,,,,
59357511000108,,SP,Bauru,3506003,"VILA BAURU, AEROPORTO DE",principal,0,,,,,,
49763437000176,CENTRO DE DESENVOLVIMENTO INTEGRADO,SC,Jaraguá do Sul,4208906,NOVA BRASILIA,secundario,0,,,,,,
59545092000138,MALIBU,SP,Sorocaba,3552205,JARDIM PLANALTO,principal,0,,,,,,
55624329000115,,SP,Cristais Paulista,3513207,NOVA ALVORADA,secundario,0,,,,,,
48959861000128,VIRTUS PERSONAL STUDIO,PA,Altamira,1500602,PREMEM,principal,0,,,,,,
54556525000137,,MG,Belo Horizonte,3106200,SANTO AGOSTINHO,principal,0,,,,,,
57608616000167,REABILITAR FISIOTERAPIA E PILATE,PA,Redenção,1506138,NOVO HORIZONTE,secundario,0,,,,,,
59488928000100,,PA,Itaituba,1503606,PIRACANA,secundario,0,,,,,,
54833065000147,MAIS VIDA STUDIO DE PILATES,CE,Fortaleza,2304400,JARDIM IRACEMA,principal,0,,,,,,
51815118000109,,SP,São Paulo,3550308,VILA SANTA CATARINA,principal,0,,,,,,
61591354000142,,RS,Alegrete,4300406,CENTRO,principal,0,,,,,,
57253686000140,,SP,Araraquara,3503208,PINHEIROS (JD),principal,0,,,,,,
61894581000147,,SC,Tunápolis,4218756,CENTRO,principal,0,,,,,,
44753421000169,VITALIS - SAUDE INTEGRATIVA E MOVIMENTO,PA,Belém,1501402,SAO BRAS,secundario,0,,,,,,
55001380000170,VINICIUS GARCIA ESCOLA DE JIU JITSU,MT,Tangará da Serra,5107958,JARDIM ACACIA,secundario,0,,,,,,
48472420000105,,MG,Itatiaiuçu,3133709,PONTA DA SERRA,secundario,0,,,,,,
48982196000193,INVICTUS SOLUCOES E SERVICOS,GO,Águas Lindas de Goiás,5200258,CHACARAS QUEDAS DO DESCOBERTO,secundario,0,,,,,,
48017351000131,EXALAR STUDIO DE PILATES E FISIOTERAPIA,GO,Goiânia,5208707,SET BUENO,secundario,0,,,,,,
54314495000152,CORPO LIVRE STUDIO,PA,Igarapé-Açu,1503200,ILHA,principal,0,,,,,,
48182755000180,,GO,Rio Verde,5218805,SETOR MORADA DO SOL,principal,0,,,,,,
54477407000133,ARENA HYPE SALINAS,PA,Salinópolis,1506203,SAO VICENTE,principal,0,,,,,,
61736438000127,PRIME FIT ACADEMIA,PI,Castelo do Piauí,2202604,CENTRO,principal,0,,,,,,
54580319000162,ACADEMIA NOVO ESTILO,PA,Belém,1501402,TERRA FIRME,principal,0,,,,,,
50515443000193,,SP,São Paulo,3550308,BELA VISTA,secundario,0,,,,,,
48485333000184,FS SUPPLY,SP,Sorocaba,3552205,JARDIM GONCALVES,secundario,0,,,,,,
59540680000189,ACADEMIA FIT COMBAT,ES,Afonso Cláudio,3200102,CENTRO,principal,0,,,,,,
54145517000106,STUDIO B&N PILATES,RJ,São Gonçalo,3304904,MUTONDO,secundario,1,alta,num+rua+nome,90,100,24a1ed1e-6bb5-4957-9c3d-1e052e63bff9,Studio B&N Pilates 
57125521000192,,SP,São Carlos,3548906,PARQUE SANTA FELICIA JARDIM,principal,0,,,,,,
46760544000152,ATIVUS TF,TO,Formoso do Araguaia,1708205,CENTRO,principal,0,,,,,,
49329101000108,STUDIO PILATES DAIANE LEVANDOSKI,SC,Mafra,4210100,VL NOVA,secundario,0,,,,,,
50551872000116,MERPS PRODUCOES E SERVICOS,GO,Valparaíso de Goiás,5221858,JARDIM ORIENTE,secundario,0,,,,,,
37323263000222,LA CANCHA BEACH SPORTS,RS,Passo Fundo,4314100,CIDADE NOVA,secundario,0,,,,,,
59613138000109,GOTREINO,MG,Belo Horizonte,3106200,CORACAO EUCARISTICO,principal,0,,,,,,
49602283000130,,ES,Serra,3205002,MORADA DE LARANJEIRAS,principal,0,,,,,,
53554720000165,,AL,Maceió,2704302,PINHEIRO,principal,0,,,,,,
53912591000130,KOTARO FITNESS TREINAMENTO,MT,Cuiabá,5103403,ALVORADA,principal,0,,,,,,
53504152000198,EQUILIBRIO SAUDE INTEGRADA,CE,Eusébio,2304285,CENTRO,principal,0,,,,,,
44003643000164,TEAM HANNUCH FISIOTERAPIA PILATES E ESTETICA,PR,São José dos Pinhais,4125506,CENTRO,secundario,0,,,,,,
49825112000170,CENTRO DE TREINAMENTO ALTA PERFORMANCE,RO,Alvorada D'Oeste,1100346,NAO CADASTRADO,principal,0,,,,,,
61187542000100,,MG,Mathias Lobato,3171501,CENTRO,principal,0,,,,,,
45671097000100,IZA BELLA FIT STUDIO,SP,Igarapava,3520103,JARDIM APARECIDA,secundario,0,,,,,,
46299011000115,CAJ PILATES,PR,Curitiba,4106902,FAZENDINHA,principal,0,,,,,,
59720079000178,STUDIO DUO,PR,Pato Branco,4118501,PARZIANELLO,principal,0,,,,,,
48064500000113,EMANUELLE LIMA PILATES E FISIOTERAPIA,AL,Maceió,2704302,JATIUCA,secundario,0,,,,,,
61662032000147,FISIOPROMOV,MG,Araguari,3103504,FATIMA,secundario,0,,,,,,
45225390000136,,SP,São Paulo,3550308,PARQUE IMPERIAL,secundario,0,,,,,,
60284144000149,TH BUSINESS E PERFORMANCE,GO,Goiânia,5208707,RES PORTO DOURADO,principal,0,,,,,,
43868072000168,W7 ACADEMIA,SC,Tijucas,4218004,CENTRO,principal,1,alta,num+rua+nome,86,100,e0a383ef-9748-4add-9858-f8ad96133c8e,W7 ACADEMIA- TiJucas
47274232000100,RB STUDIO DE PILATES E CLINICA DE FISIOTERAPIA,PR,São Sebastião da Amoreira,4126009,CENTRO,secundario,0,,,,,,
46830655000198,,SP,Ourinhos,3534708,VILA CHRISTONI,principal,0,,,,,,
61573715000128,,MG,Pouso Alegre,3152501,SAO GERALDO,secundario,0,,,,,,
50833616000111,,MG,Belo Horizonte,3106200,SAO GABRIEL,principal,0,,,,,,
44050932000114,FOCUS AD,RN,Natal,2408102,LAGOA NOVA,secundario,0,,,,,,
45432141000111,,PR,Curitiba,4106902,SITIO CERCADO,secundario,0,,,,,,
55479358000130,,PE,Recife,2611606,JARDIM SAO PAULO,principal,0,,,,,,
55516618000109,BOX BLACK DRAGON,CE,Fortaleza,2304400,JANGURUSSU,principal,0,,,,,,
50913264000104,SOMA,BA,Salvador,2927408,CAMINHO DAS ARVORES,principal,0,,,,,,
59258614000110,HABITTUS STUDIO PILATES E SAUDE,RS,Caxias do Sul,4305108,CENTRO,secundario,1,media,nome+rua,100,88,f5f909c5-29f4-4667-b508-956337700ac4,Habittus Studio Pilates-Centro
51012124000128,ALLP FIT ACADEMIA,MG,Coronel Fabriciano,3119401,SANTA HELENA,principal,0,,,,,,
09653741000308,SPECTRUM CENTRO,PB,Campina Grande,2504009,CENTRO,secundario,0,,,,,,
55920808000189,AURA PILATES & FISIOTERAPIA,RS,Porto Alegre,4314902,MENINO DEUS,principal,0,,,,,,
48644633000169,,DF,Brasília,5300108,SETOR HABITACIONAL VICENTE PIRES - TRECHO 3,principal,0,,,,,,
35644328000559,MOINHOS FITNESS,RS,Porto Alegre,4314902,AZENHA,principal,0,,,,,,
61326618000130,,PR,Castro,4104907,JARDIM DOS BANCARIOS,secundario,0,,,,,,
56982805000132,BLUEFIT,BA,Vitória da Conquista,2933307,CANDEIAS,principal,0,,,,,,
60019257000117,STUDIO VITAL,SP,Araraquara,3503208,CENTRO,principal,1,alta,num+rua+nome,100,100,da374e9c-8b8d-429d-9714-4895d649f434,STUDIO VITAL
58973506000167,SOUL GYM,RJ,Maricá,3302700,INOA (INOA),principal,0,,,,,,
55513100000103,STUDIO ATITUDE,TO,Araguaína,1702109,LOTEAMENTO PANORAMA,secundario,0,,,,,,
60261011000157,CT MIND PERFORMANCE HUMANA,RJ,Niterói,3303302,BARRETO,secundario,0,,,,,,
59182805000146,START GYM,BA,São Felipe,2929107,CENTRO,principal,0,,,,,,
55311193000193,,MG,Araponga,3103702,CENTRO,principal,0,,,,,,
57271484000120,BEM ESTAR FOX CITY ACADEMIA,MA,Raposa,2109452,INHAUMA,principal,0,,,,,,
49946600000136,INSTITUTO FAZER O BEM,PB,Bayeux,2501807,IMACULADA,secundario,0,,,,,,
60519068000103,LUISA ROSA STUDIO DE PILATES E FUNCIONAL,SC,São José,4216602,FLOR DE NAPOLIS,principal,0,,,,,,
44917208000145,MAMBA FUNCIONAL,MT,Lucas do Rio Verde,5105259,ALVORADA,principal,0,,,,,,
50299934000144,NUTROLOGIA DRA MARISTELA RAQUEL,BA,Luís Eduardo Magalhães,2919553,JARDIM PARAISO,secundario,0,,,,,,
36005904000238,TERAPIA DE CRIANCA,MG,Conselheiro Lafaiete,3118304,OURO VERDE,secundario,0,,,,,,
53029509000123,,SP,Guarujá,3518701,ENSEADA,secundario,0,,,,,,
56875870000169,GODOY SAUDE INTEGRADA,MT,Rondonópolis,5107602,VILA MARINOPOLIS,secundario,0,,,,,,
61866863000130,CENTRO DE TREINAMENTOS COLLA,RS,Nova Prata,4313300,SAO CRISTOVAO,principal,0,,,,,,
50973760000153,PE NA AREIA BEACH POINT,RS,Soledade,4320800,BOTUCARAI,secundario,0,,,,,,
61953677000139,ACADEMIA CT FOCUS,PR,Ubiratã,4128005,CENTRO,principal,0,,,,,,
61953981000186,BELAFITNESS,MG,Gonçalves,3127404,CENTRO,principal,0,,,,,,
61958395000124,DOUBLE FORCE,RS,Rolante,4316006,CENTRO,secundario,0,,,,,,
61965482000109,,RJ,Campos dos Goytacazes,3301009,PARQUE SANTO AMARO,principal,0,,,,,,
61967012000184,STUDIO KLABIN,SP,São Paulo,3550308,JARDIM VILA MARIANA,principal,0,,,,,,
15185282000205,OPTIMUS EMPREENDIMENTOS,GO,Aparecida de Goiânia,5201405,JARDIM BELA VISTA - CONTINUACAO,principal,0,,,,,,
59021472000254,,SP,Ilha Comprida,3520426,ADRIANA,principal,0,,,,,,
61974725000175,EDNA PILATES,SC,Campos Novos,4203600,CENTRO,secundario,0,,,,,,
61976930000170,,PE,Jaboatão dos Guararapes,2607901,PRAZERES,principal,0,,,,,,
61981400000110,,PE,Condado,2604601,CENTRO,secundario,0,,,,,,
61982121000170,,RN,Mossoró,2408003,SANTA DELMIRA,principal,0,,,,,,
61984693000199,,PR,Lupionópolis,4113809,CENTRO,secundario,0,,,,,,
61985047000146,+ GYM ACADEMIA,MS,Eldorado,5003751,JARDIM NOVO ELDORADO,principal,0,,,,,,
61988299000129,POWER VIBE STUDIO,RS,Osório,4313508,CENTRO,principal,0,,,,,,
61988913000152,YASMIN TOYOSHI FISIOTERAPIA LTDA.,SP,São Caetano do Sul,3548807,SANTA MARIA,secundario,0,,,,,,
61995317000108,CB10 ACADEMY,SP,Valinhos,3556206,LENHEIRO,secundario,0,,,,,,
62002657000145,HC MEDICINA E SAUDE,SC,Lages,4209300,STA MARIA,secundario,0,,,,,,
62002930000131,ALINE HADDAD ESTETICA AVANCADA,AM,Manaus,1302603,CHAPADA,secundario,0,,,,,,
62010465000180,WAVE ACADEMIA,SP,Ribeirão Preto,3543402,JARDIM SAN MARCO,secundario,0,,,,,,
62010834000135,ACADEMIA J&A FITNESS,RN,Tibau do Sul,2414209,CENTRO,principal,0,,,,,,
27323553000301,ARENA ESPORTIVA ESQUDRAO DA JUVENTUDE,MS,Campo Grande,5002704,JARDIM JACY,secundario,0,,,,,,
62014387000192,,SP,São Paulo,3550308,BELA VISTA,secundario,0,,,,,,
62016055000147,SOBERA ACADEMIA,PR,Tijucas do Sul,4127601,LAGOA,principal,0,,,,,,
62018842000128,,RJ,Conceição de Macabu,3301405,CENTRO,secundario,0,,,,,,
62018955000123,REABILITA FISIO,RJ,São Francisco de Itabapoana,3304755,GARGAU,secundario,0,,,,,,
62019206000110,BRUK RECREIO,RJ,Rio de Janeiro,3304557,RECREIO DOS BANDEIRANTES,principal,0,,,,,,
62020461000183,ACADEMIA INOVA SHOPPING D,SP,São Paulo,3550308,CANINDE,principal,0,,,,,,
62022065000195,CARE BRIDGE,GO,Goiânia,5208707,SET OESTE,secundario,0,,,,,,
62022616000110,,MS,Dourados,5003702,JARDIM GUANABARA,principal,0,,,,,,
62025005000126,EXTREME FITNESS,RN,Natal,2408102,CANDELARIA,principal,0,,,,,,
62027253000106,MR2 EDUCACAO FISICA ESPECIALIZADA,SP,Guarulhos,3518800,JARDIM BARBOSA,principal,0,,,,,,
62029784000138,UNDERGYM,PE,Caruaru,2604106,UNIVERSITÁRIO,principal,0,,,,,,
62034714000178,,SP,São Paulo,3550308,REAL PARQUE,principal,0,,,,,,
62036631000118,QUALITYZONE POTECAS,SC,São José,4216602,POTECAS,principal,0,,,,,,
22902694015036,,MA,São Luís,2111300,OLHO D' AGUA,principal,0,,,,,,
62049316000125,,BA,Salvador,2927408,SUSSUARANA,principal,0,,,,,,
62050311000112,,CE,São Benedito,2312304,CENTRO/DISTRITO INHUCU,principal,0,,,,,,
62053019000153,FERSAN FISIOTERAPIA,SP,Barueri,3505708,PARQUE DOS CAMARGOS,secundario,0,,,,,,
62053816000130,CROSS FAMILY FIT,PA,Belém,1501402,SOUZA,principal,1,media,nome+rua,82,100,52ccbcf6-15df-428a-b913-ee1458ed2a75,Cross Family Fit
62056185000103,GPSLEVE,SP,Caçapava,3508504,CONDOMINIO TERRAS DE SANTA MARIANA,secundario,0,,,,,,
62057210000173,STUDIO TONUS CAMPO BELO,SP,São Paulo,3550308,BROOKLIN PAULISTA,principal,1,alta,num+rua+nome,100,89,54c27cdc-57d9-49b2-ba5e-0a390211a688,Tonus Gym Campo Belo 
62062116000102,VIBE FIT,PI,Massapê do Piauí,2206050,CENTRO,principal,0,,,,,,
62063051000110,G LEAL ACADEMIAS LTDA,CE,Fortaleza,2304400,DIAS MACEDO,principal,0,,,,,,
62071680000191,COUTINHO ASSESSORIA LTDA,ES,Serra,3205002,MORADA DE LARANJEIRAS,secundario,0,,,,,,
62079961000190,EDNA_PERSONAL,PE,Carnaubeira da Penha,2603926,ZONA RURAL,principal,0,,,,,,
62083699000158,ACADEMIA ARENA FIT,MG,Três Marias,3169356,CIDADE FLORENCA,principal,0,,,,,,
62093948000196,STUDIO GRISI CANDEIAS,BA,Vitória da Conquista,2933307,CANDEIAS,principal,0,,,,,,
62110869000146,"MF FISIO, CLINICA DE FISIOTERAPIA LTDA",SC,Campos Novos,4203600,SENHOR BOM JESUS,secundario,0,,,,,,
62113389000139,,SP,São Paulo,3550308,SITIO MORRO GRANDE,secundario,0,,,,,,
62114435000114,GORILLAS ACADEMIA,MT,Sorriso,5107925,MORADA DO BOSQUE II,principal,0,,,,,,
62114457000184,AMORA PILATES,SP,São Paulo,3550308,JARDIM VISTA LINDA,principal,0,,,,,,
62116749000156,,SP,São Paulo,3550308,JARDIM PAULISTA,secundario,0,,,,,,
62125832000191,CASA SERENA,SP,Santo André,3547809,PARQUE NOVO ORATORIO,principal,1,alta,num+rua+nome,100,100,ec850142-5e2b-4136-8ab0-44cd87318dde,Casa Serena - Studio de Pilates
62132218000157,CLIMEDFISIO,PE,Vertentes,2616209,CENTRO,secundario,0,,,,,,
62133324000155,ACADEMIA SEMPRE EM FORMA,MG,São João del Rei,3162500,VILA SANTA TEREZINHA,principal,0,,,,,,
62134123000172,STUDIO MOVIMENTE-SE,GO,Formosa,5208004,SETOR PRIMAVERA,principal,0,,,,,,
62134529000155,,SP,São Paulo,3550308,CHACARA SANTO ANTONIO (ZONA LESTE),secundario,0,,,,,,
62135351000167,,SP,São Paulo,3550308,CIDADE MONCOES,secundario,0,,,,,,
62136203000167,SMART FIT MANGUEIRAO,PA,Belém,1501402,MANGUEIRAO,principal,0,,,,,,
62136615000105,,RS,Porto Alegre,4314902,MONT SERRAT,principal,0,,,,,,
62139771000111,,MG,Contagem,3118601,EUROPA,secundario,0,,,,,,
62139840000197,BEATRIZ JUNQUEIRA PILATES E FISIOTERAPIA,RS,Esteio,4307708,CENTRO,principal,0,,,,,,
62142387000178,ACADEMIA IMPERIO,DF,Brasília,5300108,CEILANDIA SUL (CEILANDIA),principal,0,,,,,,
62144657000180,ACADEMIA IMPACTO FITNESS,PE,Orobó,2609709,VILA DE UMBURETAMA,principal,0,,,,,,
62144737000135,VALENFIT STUDIO,PR,Curitiba,4106902,SÍTIO CERCADO,principal,0,,,,,,
62159577000106,GOFIT PREMIUM GYM,PR,Pato Branco,4118501,CENTRO,principal,0,,,,,,
62165605000190,ENERGYX GYM,GO,Uruana,5221700,CENTRO,principal,0,,,,,,
62167273000182,CLINICA AURORA,PR,Pinhais,4119152,CENTRO,secundario,0,,,,,,
62167928000112,MARQUES NATACAO,SP,Registro,3542602,JARDIM PAULISTA,principal,1,alta,num+rua+nome,100,100,1ec9e7cb-67af-4dea-acd8-d941817ee7fc,MARQUES NATACAO
62171882000105,CLINICA SIMILE PERDIZES,SP,São Paulo,3550308,AGUA BRANCA,secundario,0,,,,,,
62178422000109,,MG,Belo Horizonte,3106200,SANTA TEREZINHA,secundario,0,,,,,,
62180137000122,SOUL TEAM ARTES MARCIAIS,SC,Tubarão,4218707,DEHON,secundario,0,,,,,,
62183673000181,,MG,Paracatu,3147006,CENTRO,secundario,0,,,,,,
62184054000101,TF ACADEMIA,SP,São Paulo,3550308,PARQUE ARARIBA,principal,1,media,nome+rua,72,91,9e8f31fd-04dc-4d6c-a5f8-2411d9eff1fb,FT ACADEMIA
62190333000188,SANFLOW,SP,Jaborandi,3524204,ZONA RURAL,secundario,0,,,,,,
62190671000110,CAROLINE ORNELLAS PILATES E FISIOTERAPIA,MS,Campo Grande,5002704,VILA MARGARIDA,principal,1,alta,num+rua+nome,100,100,b92204e6-b3b7-4a17-899d-738fdd1b7e4e,Caroline Ornellas Pilates e Fisioterapia 
62190938000179,,PR,Palmeira,4117701,JARDIM SANTA ROSA,principal,0,,,,,,
62192453000114,CENTRO DE TREINAMENTO RAIZA SUIAN,RS,Arroio do Sal,4301057,NOVO,principal,0,,,,,,
62192511000100,SKYFIT ACADEMIA DE ARAPONGAS,PR,Arapongas,4101507,CENTRO,principal,1,alta,num+rua+nome,100,100,a2bbc80e-6bdb-4986-9733-c3f1dd913bc3,SKYFIT ACADEMIA ARAPONGAS
62195883000190,ULTRA ACADEMIA TEIXEIRA DE FREITAS,BA,Teixeira de Freitas,2931350,CENTRO,principal,0,,,,,,
62201121000159,VITALLE SAUDE,MA,Bacabal,2101202,VILA COELHO DIAS,secundario,0,,,,,,
62206624000117,TOTAL FIT ACADEMIA,PA,Floresta do Araguaia,1503044,CENTRO,principal,0,,,,,,
62207621000106,EXPERIENCE STUDIO - PILATES & ELASTIC TRAINING,PE,Paulista,2610707,JANGA,principal,0,,,,,,
62209742000189,,SP,São Paulo,3550308,PARQUE IMPERIAL,principal,0,,,,,,
62211506000105,OXY GYM ILHABELA,SP,Ilhabela,3520400,PEREQUE,principal,1,alta,num+rua+nome,100,100,dbbdcca0-2ca6-4cbc-90bc-3042f96126c6,Oxy Gym Ilhabela
62212318000193,SOLINA MENTE CORPO E AUTOESTIMA,MG,Belo Horizonte,3106200,SANTA INES,secundario,0,,,,,,
62212984000121,CESPI,GO,Goiânia,5208707,BRO SANTA GENOVEVA,secundario,0,,,,,,
62214447000110,ACADEMIA LIFE FITNESS,SC,Joinville,4209102,BOEHMERWALD,principal,0,,,,,,
62215401000116,PANOBIANCO VILA DIRCE,SP,Carapicuíba,3510609,VILA SILVA RIBEIRO,principal,1,alta,num+rua+nome,100,100,6fd3bb0d-86e9-41b3-a569-fbae84d6e01a,Panobianco Vila Dirce
62220881000103,TEAM DEB,RJ,Rio de Janeiro,3304557,CAMPO GRANDE,principal,0,,,,,,
62222840000156,ACADEMIA CENTER FITNESS,MG,Faria Lemos,3125309,CENTRO,principal,0,,,,,,
62224493000109,META PHYSIO PILATES,ES,Vitória,3205309,JARDIM DA PENHA,secundario,0,,,,,,
62226753000177,,SP,Campinas,3509502,CENTRO,secundario,0,,,,,,
00098706000219,NEFROLINE PREMIUM,CE,Fortaleza,2304400,COCO,secundario,0,,,,,,
62228452000182,,SP,Vargem Grande do Sul,3556404,CENTRO,principal,0,,,,,,
62229138000114,OXIGENIO ACADEMIA,PE,Vitória de Santo Antão,2616407,CAJA,principal,1,alta,num+rua+nome,100,100,5c483097-1afe-4bc8-885c-395ba21c0597,Oxigênio Academia
49759405000288,FERREIRA E BRAZ,SP,Cajamar,3509205,JORDANESIA,principal,0,,,,,,
62232514000120,STUDIO JOP PILATES E TERAPEUTA MANUAL,PR,Campo Mourão,4104303,JARDIM BANDEIRANTES,principal,0,,,,,,
62232802000184,SP FITNESS,ES,Mantenópolis,3203304,SÃO JOSÉ DE MANTENÓPOLIS,principal,0,,,,,,
62242343000110,,SP,Araras,3503307,CENTRO,principal,0,,,,,,
62242376000160,GREEN FITNESS,AM,Manaus,1302603,GILBERTO MESTRINHO,principal,0,,,,,,
62243125000108,,GO,Santa Helena de Goiás,5219308,CENTRO,principal,0,,,,,,
62245023000113,,PR,Pato Branco,4118501,FRARON,secundario,0,,,,,,
62248270000173,,RJ,Belford Roxo,3300456,CENTRO,principal,0,,,,,,
62251713000185,RM9,RJ,Rio de Janeiro,3304557,RECREIO DOS BANDEIRANTES,secundario,0,,,,,,
62252659000192,SMART FIT,DF,Brasília,5300108,SETOR INDUSTRIAL (GAMA),principal,0,,,,,,
62256605000103,,PR,Londrina,4113700,JARDIM SÃO JORGE,secundario,0,,,,,,
62262900000164,JOANA SEHEN ESTUDIO PERSONAL,RS,Horizontina,4309605,CENTRO,principal,0,,,,,,
62265584000184,,SP,São Paulo,3550308,VILA AIMORE,principal,0,,,,,,
07594978076077,,SP,São Paulo,3550308,VILA MARIETA,principal,0,,,,,,
07594978076158,,SP,São Paulo,3550308,SANTO AMARO,principal,0,,,,,,
07594978076310,,RJ,Rio de Janeiro,3304557,MADUREIRA,principal,0,,,,,,
07594978076581,,MG,Belo Horizonte,3106200,NAZARE,principal,0,,,,,,
62268116000163,EXPRESSAR ACADEMIA,MA,São Luís,2111300,PLANALTO ANIL I,secundario,0,,,,,,
62270377000118,SM STUDIO DE MUSCULACAO,SP,Guarujá,3518701,SITIO PAECARA (VICENTE DE CARVALHO),principal,1,media,nome+rua,100,100,cdf06318-cab4-4df5-8463-0a6faeb96349,SM STUDIO DE MUSCULAÇÃO 
62277407000118,,ES,Bom Jesus do Norte,3201100,CENTRO,secundario,0,,,,,,
62288753000100,BJJ ARTE SUAVE,PR,Araucária,4101804,FAZENDA VELHA,principal,0,,,,,,
62293934000116,PERFORMANCE & LUTAS,RJ,Rio de Janeiro,3304557,CAMPO GRANDE,principal,0,,,,,,
62294288000101,SALI ESTUDIO DE PILATES,SP,Limeira,3526902,VILA CLAUDIA,principal,0,,,,,,
62298851000110,A POSITIVO,CE,Caucaia,2303709,CENTRO,principal,0,,,,,,
62300188000140,ELITE FITINESS,AL,Colônia Leopoldina,2702108,CENTRO,principal,0,,,,,,
62308565000198,AX TREINAMENTO,GO,São Luís de Montes Belos,5220108,RESIDENCIAL PORTAL DO PARQUE,principal,0,,,,,,
62308858000175,LITTMANN FIT CLUB,RS,Novo Machado,4313425,CENTRO,principal,0,,,,,,
62310979000151,,PR,Londrina,4113700,CENTRO,secundario,0,,,,,,
62314426000177,BLAZE FIT,CE,Banabuiú,2301851,CENTRO,principal,0,,,,,,
62317418000184,,SP,São José do Rio Preto,3549805,JARDIM SEYON,principal,0,,,,,,
62320655000102,TAMIRIS CARNEIRO FISIOTERAPIA E PILATES,MG,São José da Lapa,3162955,DOM PEDRO I,secundario,0,,,,,,
62321611000199,STUDIO DE PILATES PALOMA MONTEIRO,RJ,Rio de Janeiro,3304557,MADUREIRA,principal,1,media,nome+rua,100,100,c134b7ef-2e5b-410e-8e77-ff2e42a55ed0,STUDIO DE PILATES PALOMA MONTEIRO
62322014000189,ENTRENO AGENCIAMENTO ESPORTIVO,RS,Porto Alegre,4314902,SAO JOAO,secundario,0,,,,,,
58812398000221,,SC,Joinville,4209102,FLORESTA,principal,0,,,,,,
51467168000223,INSTITUTO MAX ROCHA FISIOTERAPIA OSTEOPATIA E PILATES,MG,Turmalina,3169703,POCO DANTAS,secundario,0,,,,,,
62329887000113,SPARTA FIT,MG,Barbacena,3105608,PONTILHAO,principal,1,media,nome+rua,85,100,3f7856cd-47ef-4920-a9f6-385b88a72eca,SPARTA FIT
62331837000170,STUDIO FERNANDA ORTIZ PILATES E FISIOTERAPIA,SP,Presidente Epitácio,3541307,VILA MARIA,secundario,0,,,,,,
62332449000104,,PE,Olinda,2609600,SAPUCAIA,secundario,0,,,,,,
62333526000140,CLINICA VIVER BEM,MT,Várzea Grande,5108402,CRISTO REI,principal,0,,,,,,
62334121000127,AVILA-AVILA & TREINAMENTOS LTDA,PA,Santarém,1506807,INTERVENTORIA,secundario,0,,,,,,
62337474000180,ESPACO FITNESS REISILA FONSECA,MG,Caparaó,3112109,CENTRO,principal,0,,,,,,
62339869000112,DOM PILATES SANTO ANDRE,SP,Santo André,3547809,JARDIM BELA VISTA,principal,0,,,,,,
62342528000104,PERSONAL TRAINER,MT,Nova Xavantina,5106257,CENTRO,principal,0,,,,,,
62354658000159,MOOVGYM - MOVIMENTO E SAUDE,RJ,Rio de Janeiro,3304557,VARGEM GRANDE,principal,0,,,,,,
62355231000175,"SOBREARTE - JUDO, JIU-JITSU E YOGA",SP,Bauru,3506003,JARDIM AMERICA,secundario,0,,,,,,
36052624000280,FIT LIFE,CE,Jaguaribe,2306900,ALDEOTA,principal,1,alta,num+rua+nome,88,100,ce456817-9717-4ca3-9fa9-2398398f7e53,Fit Life Centro
62360427000158,ULTRA PAULINIA,SP,Paulínia,3536505,PARQUE DA FIGUEIRA,principal,0,,,,,,
